Marital status,Application mode,Application order,evening attendance,Previous qualification,Nationality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Unemployment rate,Inflation rate,GDP,Output
1,8,2,0,1,1,13,1,2,2,0,0,1,0,1,20,0,10.8,1.4,1.74,Graduate
1,8,1,1,1,1,1,27,5,10,0,0,1,0,1,19,0,10.8,1.4,1.74,Graduate
1,1,3,1,1,1,23,27,9,9,0,0,1,0,1,19,0,13.9,-0.3,0.79,Graduate
1,8,3,1,1,1,26,1,3,4,0,0,1,0,0,21,0,11.1,0.6,2.02,Graduate
1,1,4,1,1,1,13,28,6,6,0,0,1,0,0,18,0,12.7,3.7,-1.7,Graduate
1,14,1,1,1,1,1,28,4,10,0,0,1,0,1,20,0,15.5,2.8,-4.06,Graduate
1,8,1,1,1,1,23,27,10,10,0,0,1,0,1,18,0,15.5,2.8,-4.06,Graduate
1,1,1,1,1,1,1,14,5,11,0,0,1,0,0,18,0,11.1,0.6,2.02,Graduate
1,1,2,1,1,1,1,14,5,11,0,0,1,0,1,19,0,12.7,3.7,-1.7,Graduate
1,1,5,1,1,1,22,3,10,3,0,0,1,0,0,20,0,13.9,-0.3,0.79,Graduate
1,1,1,0,1,1,13,27,6,9,0,0,1,0,1,20,0,10.8,1.4,1.74,Graduate
1,1,1,1,1,1,3,3,15,20,0,0,1,0,0,18,0,8.9,1.4,3.51,Graduate
1,1,1,1,1,1,23,28,10,11,0,0,1,0,0,18,0,10.8,1.4,1.74,Graduate
1,8,1,1,1,1,23,27,10,9,0,0,1,0,1,19,0,13.9,-0.3,0.79,Graduate
1,1,1,1,1,14,13,14,10,10,0,1,1,0,1,19,1,8.9,1.4,3.51,Graduate
1,13,1,1,1,1,3,3,3,3,0,0,1,0,0,20,0,12.7,3.7,-1.7,Graduate
1,1,1,1,1,1,1,3,5,5,0,0,1,0,1,19,0,8.9,1.4,3.51,Graduate
1,8,1,1,1,6,22,27,10,10,0,0,1,0,0,19,1,15.5,2.8,-4.06,Graduate
1,1,1,1,1,1,1,1,4,6,0,0,1,0,1,20,0,10.8,1.4,1.74,Graduate
1,8,1,1,1,1,23,14,10,4,0,0,1,0,0,21,0,7.6,2.6,0.32,Graduate
1,14,5,1,1,10,22,14,10,8,0,1,0,0,0,22,1,9.4,-0.8,-3.12,Graduate
1,8,1,1,1,1,1,14,20,18,0,0,1,0,0,22,0,13.9,-0.3,0.79,Graduate
1,3,2,1,1,1,13,14,4,4,0,0,1,0,1,19,0,12.7,3.7,-1.7,Graduate
1,9,1,1,1,1,13,2,6,6,0,1,1,1,1,20,0,12.4,0.5,1.79,Graduate
5,12,1,1,1,1,13,28,10,11,0,0,1,1,0,34,0,12.4,0.5,1.79,Graduate
1,8,6,1,1,1,13,1,10,5,0,0,1,1,0,19,0,9.4,-0.8,-3.12,Graduate
1,14,1,1,1,1,22,27,10,10,0,0,1,1,0,21,0,9.4,-0.8,-3.12,Graduate
1,1,1,1,1,1,23,28,6,11,0,0,1,1,0,20,0,15.5,2.8,-4.06,Graduate
1,9,2,1,1,1,22,28,5,2,0,0,1,1,0,19,0,13.9,-0.3,0.79,Graduate
1,1,1,1,1,1,23,1,6,6,0,0,1,1,1,22,0,12.7,3.7,-1.7,Graduate
1,8,3,1,1,1,22,27,6,11,0,0,1,1,0,22,0,12.4,0.5,1.79,Graduate
1,8,4,1,1,1,23,28,23,30,0,0,1,1,0,21,0,7.6,2.6,0.32,Graduate
1,1,3,1,1,1,22,27,10,10,0,0,1,1,0,18,0,7.6,2.6,0.32,Graduate
1,8,6,1,1,1,23,1,10,8,0,0,1,1,0,20,0,10.8,1.4,1.74,Graduate
1,1,1,1,1,1,23,28,5,9,0,1,1,1,0,21,0,15.5,2.8,-4.06,Graduate
1,14,1,1,1,1,1,28,8,8,1,0,1,1,0,23,0,16.2,0.3,-0.92,Graduate
1,1,3,1,1,1,4,3,2,2,0,0,1,1,0,19,0,12.7,3.7,-1.7,Graduate
1,1,2,1,1,1,23,27,10,10,0,0,1,1,0,19,0,7.6,2.6,0.32,Graduate
1,8,4,1,1,1,3,1,10,4,0,0,1,1,0,18,0,8.9,1.4,3.51,Graduate
1,8,1,1,1,1,13,28,8,10,0,0,1,0,1,19,0,12.4,0.5,1.79,Graduate
1,1,1,1,1,1,3,1,5,4,0,0,0,0,0,19,0,16.2,0.3,-0.92,Graduate
1,1,1,1,1,1,1,1,5,5,0,0,1,0,1,19,0,9.4,-0.8,-3.12,Graduate
1,14,1,1,1,1,24,3,4,3,0,0,1,0,0,21,0,10.8,1.4,1.74,Graduate
1,1,4,1,1,1,3,14,2,6,0,0,1,0,0,19,0,9.4,-0.8,-3.12,Graduate
1,8,2,1,1,1,23,28,8,8,0,0,1,0,0,19,0,10.8,1.4,1.74,Graduate
1,1,1,1,1,1,3,1,3,11,0,0,1,0,0,20,0,15.5,2.8,-4.06,Graduate
1,1,2,1,1,1,1,1,10,5,0,0,1,0,0,18,0,12.7,3.7,-1.7,Graduate
1,12,1,0,1,1,22,27,10,10,0,0,1,0,0,58,0,9.4,-0.8,-3.12,Graduate
1,1,2,1,1,1,1,3,5,4,0,0,1,0,0,18,0,15.5,2.8,-4.06,Graduate
1,2,1,1,1,1,22,27,10,10,0,0,1,0,0,29,0,9.4,-0.8,-3.12,Graduate
1,1,1,1,1,1,13,28,6,8,0,0,1,0,1,21,0,11.1,0.6,2.02,Graduate
1,1,1,1,1,1,1,14,5,10,0,0,1,0,1,20,0,15.5,2.8,-4.06,Graduate
1,8,1,1,1,1,13,28,4,8,0,0,1,0,1,19,0,11.1,0.6,2.02,Graduate
1,1,1,1,1,1,22,28,7,7,0,0,1,0,1,22,0,11.1,0.6,2.02,Graduate
1,9,3,1,1,1,23,27,10,8,0,0,1,0,1,19,0,15.5,2.8,-4.06,Graduate
1,1,4,1,1,1,1,28,10,8,0,0,1,0,1,19,0,11.1,0.6,2.02,Graduate
1,1,1,1,1,1,1,14,5,8,0,0,1,0,1,18,0,11.1,0.6,2.02,Graduate
1,1,1,1,1,1,13,2,8,4,0,0,1,0,0,19,0,15.5,2.8,-4.06,Graduate
1,9,1,1,1,1,3,3,2,2,0,0,1,0,0,18,0,10.8,1.4,1.74,Graduate
1,1,3,1,1,1,1,28,5,8,0,0,1,0,1,19,0,9.4,-0.8,-3.12,Graduate
1,8,2,1,1,1,1,14,6,6,0,0,1,0,0,18,0,12.4,0.5,1.79,Graduate
1,1,2,1,1,1,13,14,5,8,0,0,1,1,0,18,0,15.5,2.8,-4.06,Graduate
1,1,3,1,1,1,4,28,3,8,0,0,1,1,0,18,0,8.9,1.4,3.51,Graduate
1,1,1,1,1,1,1,14,5,5,0,0,1,1,0,18,0,8.9,1.4,3.51,Graduate
1,1,1,1,1,1,13,28,10,10,0,0,1,1,0,19,0,11.1,0.6,2.02,Graduate
1,9,1,1,1,1,22,27,7,7,0,0,1,0,1,19,0,12.7,3.7,-1.7,Graduate
4,14,1,0,1,1,23,27,10,10,0,0,1,0,1,39,0,12.7,3.7,-1.7,Graduate
1,1,3,1,1,1,19,27,6,8,0,0,1,0,0,20,0,9.4,-0.8,-3.12,Graduate
1,14,1,1,1,1,22,27,10,7,0,0,1,0,0,28,0,10.8,1.4,1.74,Graduate
1,14,1,1,1,1,11,12,12,12,0,0,1,0,0,20,0,7.6,2.6,0.32,Graduate
1,8,1,1,1,1,23,27,6,10,0,0,1,1,1,23,0,15.5,2.8,-4.06,Graduate
1,8,6,1,1,1,22,27,6,6,0,0,1,1,0,18,0,9.4,-0.8,-3.12,Graduate
1,1,3,1,1,1,1,1,5,5,0,0,1,1,0,18,0,10.8,1.4,1.74,Graduate
1,1,1,1,1,1,1,14,5,5,0,0,1,1,1,19,0,9.4,-0.8,-3.12,Graduate
1,1,1,1,1,1,6,9,5,6,0,0,1,1,0,21,0,7.6,2.6,0.32,Graduate
1,1,3,1,1,1,13,28,10,8,0,0,1,1,0,19,0,11.1,0.6,2.02,Graduate
1,1,4,1,1,1,3,10,3,10,0,0,1,1,0,20,0,8.9,1.4,3.51,Graduate
1,12,1,1,1,1,22,27,10,10,0,0,1,1,0,36,0,12.7,3.7,-1.7,Graduate
1,1,1,1,1,1,13,28,10,10,0,0,1,1,1,18,0,12.7,3.7,-1.7,Graduate
1,1,2,1,1,1,23,14,10,8,0,0,1,1,0,19,0,7.6,2.6,0.32,Graduate
1,8,1,1,1,1,13,14,5,10,0,0,1,1,0,21,0,10.8,1.4,1.74,Graduate
1,8,1,1,1,1,1,27,5,6,0,0,1,1,0,21,0,11.1,0.6,2.02,Graduate
1,1,1,1,1,1,23,28,10,10,0,0,1,1,1,20,0,13.9,-0.3,0.79,Graduate
1,9,2,1,1,10,1,1,5,4,0,0,1,0,1,20,1,9.4,-0.8,-3.12,Graduate
2,12,1,0,1,1,22,27,10,10,0,0,1,0,0,35,0,15.5,2.8,-4.06,Graduate
1,8,5,1,1,1,13,10,8,4,0,0,1,0,0,22,0,13.9,-0.3,0.79,Graduate
1,1,2,1,1,1,1,14,6,8,0,0,1,0,1,20,0,11.1,0.6,2.02,Graduate
1,1,1,1,1,1,22,27,10,10,0,0,1,0,1,18,0,12.4,0.5,1.79,Graduate
1,9,1,1,1,1,23,28,10,8,0,1,1,0,1,18,0,11.1,0.6,2.02,Graduate
1,8,1,1,1,1,23,28,6,4,0,0,1,0,0,19,0,7.6,2.6,0.32,Graduate
1,1,2,1,1,1,1,28,4,9,0,0,1,0,1,21,0,15.5,2.8,-4.06,Graduate
1,1,3,1,1,1,1,1,6,8,0,0,1,0,1,18,0,12.7,3.7,-1.7,Graduate
1,1,1,1,1,1,23,27,10,8,0,0,1,1,1,18,0,7.6,2.6,0.32,Graduate
1,8,1,1,1,1,23,1,10,7,0,0,1,1,1,20,0,15.5,2.8,-4.06,Graduate
2,12,1,1,1,1,22,27,5,8,0,0,1,0,0,34,0,9.4,-0.8,-3.12,Graduate
1,1,3,1,1,1,22,28,10,10,0,0,1,0,1,22,0,7.6,2.6,0.32,Graduate
4,12,1,1,1,1,22,27,10,9,0,0,1,0,1,36,0,10.8,1.4,1.74,Graduate
1,1,2,1,1,1,22,27,10,10,0,0,1,0,1,21,0,12.7,3.7,-1.7,Graduate
2,12,1,1,1,1,23,28,10,8,0,1,1,0,1,42,0,11.1,0.6,2.02,Graduate
1,1,4,1,1,1,1,14,10,7,0,0,1,0,0,20,0,13.9,-0.3,0.79,Graduate
1,1,2,1,1,1,15,21,1,6,0,1,1,0,0,19,0,7.6,2.6,0.32,Graduate
1,1,1,1,1,1,22,27,10,7,0,0,1,0,0,18,0,7.6,2.6,0.32,Graduate
1,8,1,0,1,1,23,27,7,7,0,0,1,0,1,24,0,10.8,1.4,1.74,Graduate
1,1,1,1,1,1,13,10,10,8,0,0,1,0,0,18,0,7.6,2.6,0.32,Graduate
1,8,1,1,1,1,1,1,5,4,0,0,1,0,0,21,0,10.8,1.4,1.74,Graduate
1,1,5,1,1,1,23,1,10,6,0,0,1,0,1,19,0,9.4,-0.8,-3.12,Graduate
1,8,4,1,1,1,23,14,6,8,0,0,1,0,1,19,0,15.5,2.8,-4.06,Graduate
1,1,1,1,1,1,13,14,6,6,0,0,1,0,1,18,0,12.4,0.5,1.79,Graduate
4,12,1,0,1,1,22,27,6,6,0,0,1,0,1,38,0,13.9,-0.3,0.79,Graduate
1,8,5,1,1,1,13,1,5,4,0,0,1,0,0,19,0,9.4,-0.8,-3.12,Graduate
1,1,6,1,1,1,13,27,6,6,0,0,1,0,1,18,0,9.4,-0.8,-3.12,Graduate
1,1,1,1,1,2,1,1,6,10,0,0,1,0,1,18,1,12.7,3.7,-1.7,Graduate
1,1,1,1,1,1,3,1,5,10,0,0,1,0,0,18,0,13.9,-0.3,0.79,Graduate
1,1,2,1,1,1,13,1,6,6,0,0,1,0,0,19,0,11.1,0.6,2.02,Graduate
1,1,5,1,1,1,3,1,6,11,0,0,1,0,0,20,0,12.4,0.5,1.79,Graduate
1,8,3,1,1,1,3,3,3,3,0,0,1,0,0,19,0,12.7,3.7,-1.7,Graduate
1,8,1,1,1,1,22,27,10,9,0,0,1,0,1,18,0,13.9,-0.3,0.79,Graduate
1,8,2,1,1,1,3,1,3,7,0,0,1,0,1,18,0,15.5,2.8,-4.06,Graduate
2,12,1,1,1,1,22,14,10,5,0,0,1,0,1,43,0,12.4,0.5,1.79,Graduate
1,14,1,1,1,1,1,14,10,11,0,0,1,0,1,18,0,16.2,0.3,-0.92,Graduate
1,1,6,1,1,1,1,14,10,5,0,0,1,0,1,19,0,12.7,3.7,-1.7,Graduate
1,1,1,1,1,1,22,9,12,12,0,0,1,0,0,18,0,7.6,2.6,0.32,Graduate
1,1,3,1,1,1,23,14,10,11,0,0,1,0,0,18,0,9.4,-0.8,-3.12,Graduate
1,8,1,1,1,1,22,28,8,10,0,0,1,0,0,19,0,9.4,-0.8,-3.12,Graduate
1,8,4,1,1,1,13,14,4,11,0,0,1,0,0,18,0,13.9,-0.3,0.79,Graduate
1,1,1,1,1,1,23,27,5,5,0,0,1,0,1,19,0,11.1,0.6,2.02,Graduate
1,13,1,1,1,1,22,1,10,5,0,0,1,0,0,23,0,15.5,2.8,-4.06,Graduate
1,8,3,1,1,1,22,27,5,4,0,0,1,0,0,20,0,7.6,2.6,0.32,Graduate
1,1,1,1,1,1,13,28,6,6,0,1,1,0,0,20,0,8.9,1.4,3.51,Graduate
1,1,3,1,1,1,13,14,6,6,0,0,1,0,1,18,0,9.4,-0.8,-3.12,Graduate
1,1,1,1,1,1,22,27,4,4,0,0,1,0,0,20,0,12.7,3.7,-1.7,Graduate
1,1,1,1,1,1,13,28,6,4,0,0,1,0,0,19,0,16.2,0.3,-0.92,Graduate
1,12,1,0,1,1,22,27,10,10,0,0,1,0,0,31,0,7.6,2.6,0.32,Graduate
1,14,3,1,1,1,1,14,10,8,0,1,1,0,1,20,0,15.5,2.8,-4.06,Graduate
1,14,1,1,1,1,13,28,8,8,0,0,1,0,0,20,0,10.8,1.4,1.74,Graduate
1,8,4,1,1,1,22,27,6,6,0,0,1,0,0,21,0,16.2,0.3,-0.92,Graduate
1,1,4,1,1,1,13,14,10,8,0,0,1,0,0,18,0,12.4,0.5,1.79,Graduate
1,8,2,1,1,1,22,1,10,5,0,0,1,0,1,19,0,7.6,2.6,0.32,Graduate
1,1,1,1,1,1,13,14,4,8,0,0,1,0,1,18,0,13.9,-0.3,0.79,Graduate
1,8,6,1,1,1,1,28,5,8,0,0,1,0,1,18,0,13.9,-0.3,0.79,Graduate
1,1,2,1,1,1,25,4,3,3,0,0,1,0,0,18,0,8.9,1.4,3.51,Graduate
1,8,1,1,1,1,1,14,5,4,0,0,1,0,0,19,0,15.5,2.8,-4.06,Graduate
1,8,1,1,1,1,23,28,10,8,0,0,1,0,1,19,0,12.4,0.5,1.79,Graduate
1,8,1,1,1,1,22,28,10,9,0,0,1,0,0,20,0,7.6,2.6,0.32,Graduate
1,1,2,1,1,1,22,27,10,10,0,0,1,0,0,18,0,9.4,-0.8,-3.12,Graduate
1,1,2,1,1,1,1,1,5,4,0,0,1,0,0,18,0,7.6,2.6,0.32,Graduate
1,1,1,1,1,1,13,27,10,10,0,0,1,0,1,20,0,9.4,-0.8,-3.12,Graduate
1,14,1,1,1,1,23,14,10,5,0,1,1,0,0,28,0,16.2,0.3,-0.92,Graduate
1,6,1,1,1,14,28,1,25,26,0,0,1,0,0,23,1,8.9,1.4,3.51,Graduate
1,8,1,1,1,1,23,14,24,36,0,0,1,0,1,18,0,8.9,1.4,3.51,Graduate
1,1,3,1,1,9,22,27,10,10,0,1,0,0,1,20,1,10.8,1.4,1.74,Graduate
1,1,1,1,1,1,3,1,3,5,0,0,1,0,0,20,0,11.1,0.6,2.02,Graduate
1,1,1,1,1,1,22,27,10,10,0,0,1,1,1,18,0,7.6,2.6,0.32,Graduate
1,1,2,1,1,1,22,27,10,10,0,0,1,1,1,21,0,8.9,1.4,3.51,Graduate
1,16,1,1,1,1,22,28,4,4,0,0,1,0,1,20,0,11.1,0.6,2.02,Graduate
1,8,1,1,1,1,13,28,8,8,0,0,1,0,1,18,0,12.4,0.5,1.79,Graduate
1,8,2,1,1,1,23,28,10,9,0,0,1,0,1,20,0,13.9,-0.3,0.79,Graduate
1,1,2,1,1,1,1,1,6,10,0,0,1,0,1,19,0,9.4,-0.8,-3.12,Graduate
1,1,1,0,1,1,3,1,2,8,0,0,1,0,0,26,0,16.2,0.3,-0.92,Graduate
1,9,1,1,1,1,13,14,6,9,0,0,1,0,1,19,0,10.8,1.4,1.74,Graduate
1,12,1,1,1,1,22,27,10,6,0,0,1,0,0,41,0,15.5,2.8,-4.06,Graduate
1,1,1,1,1,1,1,28,5,6,0,1,1,0,0,19,0,10.8,1.4,1.74,Graduate
1,8,1,1,1,1,23,27,10,8,0,0,1,0,0,19,0,10.8,1.4,1.74,Graduate
1,1,6,1,1,1,2,14,4,10,0,0,1,1,0,18,0,9.4,-0.8,-3.12,Graduate
1,12,1,1,1,1,1,14,5,11,0,0,1,0,1,26,0,10.8,1.4,1.74,Graduate
1,1,3,1,1,1,1,14,10,10,0,0,1,0,1,18,0,8.9,1.4,3.51,Graduate
1,1,1,1,1,1,3,14,3,4,0,0,1,0,0,18,0,16.2,0.3,-0.92,Graduate
1,1,1,1,1,1,3,1,3,5,0,0,1,0,0,18,0,9.4,-0.8,-3.12,Graduate
1,8,1,1,1,1,23,1,10,5,0,0,1,0,0,19,0,15.5,2.8,-4.06,Graduate
1,1,1,1,1,1,13,14,10,10,0,0,1,0,0,18,0,11.1,0.6,2.02,Graduate
1,8,1,1,1,1,23,28,29,44,0,1,1,0,1,19,0,8.9,1.4,3.51,Graduate
1,1,1,1,1,1,13,1,10,9,0,0,1,0,1,18,0,12.7,3.7,-1.7,Graduate
2,1,1,1,1,1,1,1,10,11,0,0,1,0,0,18,0,12.7,3.7,-1.7,Graduate
1,1,1,1,1,1,23,27,10,8,0,0,1,0,1,20,0,10.8,1.4,1.74,Graduate
1,8,4,1,1,1,23,14,8,8,0,0,1,0,1,19,0,12.4,0.5,1.79,Graduate
1,1,2,1,1,1,22,27,6,6,1,0,1,0,1,20,0,8.9,1.4,3.51,Graduate
1,1,2,1,1,1,1,1,31,14,0,0,1,0,0,19,0,12.4,0.5,1.79,Graduate
1,1,1,1,1,1,1,3,10,2,0,0,1,0,0,19,0,15.5,2.8,-4.06,Graduate
1,3,1,1,1,1,5,33,3,3,0,0,1,0,0,18,0,8.9,1.4,3.51,Graduate
1,14,1,1,1,1,2,1,3,4,0,0,1,0,0,22,0,12.7,3.7,-1.7,Graduate
1,12,1,0,1,1,1,27,10,8,0,0,1,0,1,24,0,16.2,0.3,-0.92,Graduate
1,1,1,1,1,1,13,28,10,10,0,0,1,0,1,20,0,12.7,3.7,-1.7,Graduate
1,1,1,1,1,1,1,1,6,8,0,0,1,0,1,18,0,9.4,-0.8,-3.12,Graduate
1,8,2,1,1,1,2,3,4,4,0,0,1,0,0,19,0,9.4,-0.8,-3.12,Graduate
1,9,1,1,1,1,3,3,4,4,0,0,1,0,0,18,0,16.2,0.3,-0.92,Graduate
1,8,1,1,1,1,13,14,6,8,0,0,1,0,1,19,0,15.5,2.8,-4.06,Graduate
1,9,1,1,1,1,23,27,5,10,0,0,1,0,1,20,0,15.5,2.8,-4.06,Graduate
1,1,3,1,1,1,13,28,10,8,0,0,1,0,1,18,0,12.7,3.7,-1.7,Graduate
2,12,1,0,1,1,23,14,5,9,0,0,1,0,0,33,0,10.8,1.4,1.74,Graduate
2,12,1,0,1,1,19,24,1,1,0,0,1,0,0,33,0,7.6,2.6,0.32,Graduate
1,1,1,1,1,1,22,28,8,8,0,0,1,0,1,18,0,15.5,2.8,-4.06,Graduate
1,1,4,1,1,1,23,27,10,9,0,0,1,0,1,19,0,7.6,2.6,0.32,Graduate
1,1,5,1,1,1,22,27,10,10,0,0,1,0,0,20,0,7.6,2.6,0.32,Graduate
1,8,1,1,1,1,22,27,10,10,0,0,1,0,1,23,0,8.9,1.4,3.51,Graduate
1,1,1,1,1,1,22,28,10,11,0,0,1,0,0,18,0,13.9,-0.3,0.79,Graduate
1,1,1,1,1,1,23,14,10,10,0,0,1,1,0,19,0,10.8,1.4,1.74,Graduate
1,8,4,1,1,1,1,28,6,8,0,0,1,0,0,20,0,12.4,0.5,1.79,Graduate
1,8,3,1,1,1,22,28,5,6,0,0,1,0,0,19,0,10.8,1.4,1.74,Graduate
1,1,2,1,1,1,1,14,5,6,0,0,1,0,0,18,0,10.8,1.4,1.74,Graduate
1,1,1,1,1,1,23,14,10,6,0,0,1,0,1,20,0,10.8,1.4,1.74,Graduate
1,1,3,1,1,1,13,27,10,10,0,0,1,0,0,20,0,12.4,0.5,1.79,Graduate
4,12,1,1,1,1,23,27,8,8,0,0,1,0,0,24,0,10.8,1.4,1.74,Graduate
1,8,2,1,1,1,2,1,3,8,0,0,1,0,0,20,0,12.4,0.5,1.79,Graduate
1,1,1,1,1,1,1,27,10,10,0,0,1,0,0,18,0,12.7,3.7,-1.7,Graduate
1,1,1,1,1,1,2,1,5,4,0,0,1,0,0,21,0,10.8,1.4,1.74,Graduate
1,8,1,1,1,1,1,28,5,11,0,0,1,0,0,18,0,9.4,-0.8,-3.12,Graduate
1,8,5,1,1,1,13,1,6,4,0,0,1,0,1,19,0,12.7,3.7,-1.7,Graduate
1,8,3,1,1,1,13,14,8,8,0,0,1,0,0,19,0,8.9,1.4,3.51,Graduate
1,1,3,1,1,3,22,27,10,10,0,0,1,0,0,18,1,7.6,2.6,0.32,Graduate
1,1,1,0,1,1,23,28,6,3,0,0,1,0,0,34,0,10.8,1.4,1.74,Graduate
1,8,5,1,1,1,23,28,10,10,0,0,1,0,0,19,0,15.5,2.8,-4.06,Graduate
1,1,1,1,1,1,22,27,8,10,0,0,1,0,1,18,0,7.6,2.6,0.32,Graduate
1,1,5,1,1,1,22,27,10,6,0,0,1,0,1,19,0,15.5,2.8,-4.06,Graduate
1,12,1,1,1,1,13,1,2,2,0,0,1,0,0,25,0,10.8,1.4,1.74,Graduate
1,1,1,1,1,1,19,28,5,8,0,0,1,0,1,18,0,9.4,-0.8,-3.12,Graduate
1,1,1,0,1,1,23,28,10,8,0,0,1,0,0,28,0,9.4,-0.8,-3.12,Graduate
5,14,1,1,1,1,1,28,6,6,0,0,1,0,1,18,0,12.7,3.7,-1.7,Graduate
2,12,1,1,1,1,22,27,10,10,0,0,1,0,0,41,0,8.9,1.4,3.51,Graduate
1,8,1,1,1,1,23,14,8,8,0,0,1,0,1,21,0,15.5,2.8,-4.06,Graduate
1,14,3,1,1,1,23,27,10,9,0,0,1,0,0,21,0,7.6,2.6,0.32,Graduate
1,1,1,1,1,1,19,18,1,7,0,0,1,0,0,18,0,7.6,2.6,0.32,Graduate
1,12,1,1,1,1,22,27,6,6,0,1,1,0,0,34,0,16.2,0.3,-0.92,Graduate
1,1,3,1,1,1,8,14,12,12,0,0,1,0,0,18,0,7.6,2.6,0.32,Graduate
1,1,5,1,1,1,3,14,3,4,0,0,1,0,0,19,0,16.2,0.3,-0.92,Graduate
1,1,2,1,1,1,3,27,5,8,0,0,1,0,1,19,0,12.4,0.5,1.79,Graduate
1,1,1,1,1,1,13,14,6,10,0,0,1,0,1,18,0,10.8,1.4,1.74,Graduate
1,8,2,1,1,1,13,28,10,10,0,0,1,0,0,19,0,8.9,1.4,3.51,Graduate
1,1,6,1,1,1,13,14,10,10,0,0,1,0,0,18,0,12.4,0.5,1.79,Graduate
1,8,2,1,1,1,13,28,5,8,0,0,1,0,0,19,0,9.4,-0.8,-3.12,Graduate
1,1,2,1,1,1,19,28,1,6,0,0,1,0,0,20,0,7.6,2.6,0.32,Graduate
1,1,2,1,1,1,22,27,8,8,0,0,1,0,1,20,0,11.1,0.6,2.02,Graduate
1,1,1,1,1,1,22,27,6,7,0,0,1,0,1,21,0,9.4,-0.8,-3.12,Graduate
1,14,1,1,1,1,23,14,10,6,0,0,1,0,0,19,0,12.7,3.7,-1.7,Graduate
1,1,3,1,1,1,13,1,8,10,0,0,1,0,1,18,0,12.4,0.5,1.79,Graduate
1,1,2,1,1,1,13,28,8,10,0,0,1,0,1,21,0,15.5,2.8,-4.06,Graduate
1,8,4,1,1,1,3,14,5,8,0,0,1,0,1,18,0,15.5,2.8,-4.06,Graduate
1,1,1,1,1,1,23,28,10,11,0,0,1,0,0,20,0,12.7,3.7,-1.7,Graduate
1,1,1,1,1,1,23,28,1,8,0,0,1,0,0,19,0,7.6,2.6,0.32,Graduate
2,12,1,0,1,1,22,28,4,8,0,0,1,0,0,28,0,16.2,0.3,-0.92,Graduate
1,1,1,1,1,1,22,1,8,1,0,0,1,0,0,20,0,7.6,2.6,0.32,Graduate
1,13,1,1,1,1,23,27,2,2,0,0,1,0,0,28,0,9.4,-0.8,-3.12,Graduate
1,8,2,1,1,1,1,4,5,5,0,0,1,0,1,18,0,16.2,0.3,-0.92,Graduate
1,1,5,1,1,1,22,27,10,8,0,0,1,0,1,18,0,9.4,-0.8,-3.12,Graduate
1,1,1,1,1,1,13,27,6,6,0,0,1,0,1,21,0,12.7,3.7,-1.7,Graduate
1,8,6,1,1,1,1,1,5,3,0,0,1,0,0,19,0,7.6,2.6,0.32,Graduate
1,1,1,1,1,1,23,28,6,6,0,0,1,0,1,20,0,10.8,1.4,1.74,Graduate
1,1,1,1,1,1,22,27,29,33,0,0,1,0,0,20,0,11.1,0.6,2.02,Graduate
1,8,1,0,1,1,22,27,6,7,0,1,1,0,0,19,0,10.8,1.4,1.74,Graduate
1,1,2,1,1,1,13,28,10,10,0,0,1,0,1,20,0,13.9,-0.3,0.79,Graduate
1,1,3,1,1,1,1,27,5,10,0,0,1,0,0,19,0,7.6,2.6,0.32,Graduate
1,1,1,1,1,1,13,14,10,10,0,0,1,0,1,18,0,15.5,2.8,-4.06,Graduate
1,1,1,1,1,1,23,27,8,9,0,0,1,0,1,18,0,12.4,0.5,1.79,Graduate
1,1,1,1,1,18,22,27,10,10,0,0,1,1,0,20,1,9.4,-0.8,-3.12,Graduate
1,1,1,1,1,1,13,1,4,8,0,0,1,0,1,22,0,16.2,0.3,-0.92,Graduate
1,1,1,1,1,1,13,27,6,5,0,0,1,0,1,18,0,9.4,-0.8,-3.12,Graduate
1,8,2,1,1,1,1,1,5,9,0,0,1,0,0,19,0,12.4,0.5,1.79,Graduate
1,1,1,1,1,1,13,27,10,10,0,0,0,0,1,20,0,10.8,1.4,1.74,Graduate
1,1,2,1,1,1,23,27,6,7,0,0,1,0,1,19,0,13.9,-0.3,0.79,Graduate
1,1,2,1,1,1,1,2,10,4,0,0,1,0,1,19,0,9.4,-0.8,-3.12,Graduate
1,7,4,1,1,1,22,27,10,10,0,0,1,0,0,18,0,10.8,1.4,1.74,Graduate
1,1,1,1,1,1,22,27,10,10,0,0,1,0,0,18,0,12.4,0.5,1.79,Graduate
1,1,1,1,1,1,13,1,10,10,0,0,1,0,0,20,0,10.8,1.4,1.74,Graduate
1,8,2,1,1,1,13,28,6,6,0,0,1,0,0,19,0,8.9,1.4,3.51,Graduate
1,14,1,1,1,1,23,14,6,9,0,0,1,0,1,19,0,16.2,0.3,-0.92,Graduate
1,1,6,1,1,1,23,1,8,5,0,0,1,0,1,19,0,11.1,0.6,2.02,Graduate
2,14,1,1,1,1,3,3,3,3,0,0,1,0,0,28,0,13.9,-0.3,0.79,Graduate
1,1,5,1,1,1,23,28,10,6,0,0,1,0,0,19,0,10.8,1.4,1.74,Graduate
1,14,1,1,1,1,23,14,10,10,0,0,1,1,1,20,0,12.4,0.5,1.79,Graduate
